Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
GEN-2014-025,IFS-2014-002-05 ,DISIS-2014-002-6,03 CENTRAL,Rush ,KS,MIDW,10/15/2015,12/1/2015,,,2.42,2.42,2.42,ER,0.00,0.00,0.00,Wind,,Tap Nekoma - Bazine (Walnut Creek) 69kV,9/25/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-021,IFS-2014-002-04,DISIS-2014-002-6,03 CENTRAL,Atchison ,MO,GMO,12/1/2016,11/7/2017,,,300.00,300.00,300.00,ER/NR,0.00,0.00,0.00,Wind,,Nebraska City-Mullen Creek (Holt County MO) 345kV,9/2/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-020,IFS-2014-002-03 ,DISIS-2014-002-6,04 SOUTHEAST,Grady ,OK,AEP,12/31/2014,10/10/2017,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Wind,,Tuttle 138kV,7/14/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-013,IFS-2014-001-07 ,DISIS-2014-001-1,02 NEBRASKA,Antelope / Boone,NE,NPPD,12/31/2014,12/18/2015,,,73.50,73.50,73.50,ER/NR,0.00,0.00,0.00,Wind,,Meadow Grove 230kV,3/31/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-005,IFS-2014-001-05 ,DISIS-2014-001-1,04 SOUTHEAST,Caddo,OK,OGE,,6/1/2015,,,5.70,5.70,5.70,ER,0.00,0.00,0.00,Wind,,Minco 345kV,2/19/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-004,IFS-2014-001-04 ,DISIS-2014-001-1,02 NEBRASKA,Jefferson,NE,NPPD,,10/29/2013,,,3.96,3.96,3.96,ER,0.00,0.00,0.00,Wind,,Steele City 115kV,2/19/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-002,IFS-2014-001-02,DISIS-2014-001-1,04 SOUTHEAST,Dewey,OK,OGE,12/31/2014,4/8/2015,,,10.53,10.53,10.53,ER,0.00,0.00,0.00,Wind,,Tatonga 345kV,2/18/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-001IS,IFS-2015-001-21,DISIS-2015-002 Prior Queued,01 NORTH,Butte,SD,WAPA,12/15/2015,9/24/2020,,,103.24,103.24,103.24,ER,0.00,0.00,0.00,Wind,,Sulphur 115kV,11/24/2015,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2014-001,IFS-2014-001-08,DISIS-2014-001-1,03 CENTRAL,Marion,KS,WERE,7/15/2014,8/11/2023,,,200.60,200.60,200.60,ER,0.00,0.00,0.00,Wind,,Tap Wichita - Emporia Energy Center 345kV,1/15/2014,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-033,IFS-2013-002-07,DISIS-2013-002-2,03 CENTRAL,Ellis,KS,MIDW,12/31/2015,2/27/2016,,,28.00,28.00,28.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,Goodman Energy Center 115kV,9/30/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-032,IFS-2013-002-06,DISIS-2013-002-2,02 NEBRASKA,Antelope,NE,NPPD,12/31/2016,12/20/2018,,,202.50,202.50,202.50,ER,0.00,0.00,0.00,Wind,,Antelope 115kV,9/30/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-029,IFS-2013-002-04 ,DISIS-2013-002-2,04 SOUTHEAST,Grant,OK,OGE,12/15/2015,4/8/2016,,,299.00,299.00,299.00,ER,0.00,0.00,0.00,Wind,,Renfrow 345kV,9/30/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-028,IFS-2013-002-03,DISIS-2013-002-2,04 SOUTHEAST,Mayes,OK,GRDA,4/16/2016,12/23/2017,,,538.00,495.00,538.00,ER,0.00,0.00,0.00,Thermal,Gas,Tap N Tulsa - GRDA 1 345kV,9/30/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-027,IFS-2014-002-02,DISIS-2014-002-6,05 SOUTHWEST,Bailey,TX,SPS,3/31/2016,12/10/2018,,,148.40,148.40,148.40,ER/NR,0.00,0.00,0.00,Wind,,Tolk - Yoakum 230kV,9/30/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-022,IFS-2013-002-02,DISIS-2013-002-2,05 SOUTHWEST,Quay,NM,SPS,5/1/2015,12/7/2016,,,25.00,25.00,25.00,ER/NR,0.00,0.00,0.00,Solar,,Norton 115kV Switching Station,9/5/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-019,IFS-2013-002-01,DISIS-2013-002-2,02 NEBRASKA,Lancaster,NE,NPPD,6/30/2014,12/1/2026,,,73.60,73.60,73.60,ER/NR,0.00,0.00,0.00,Solar,,Monolith 115kV,4/17/2013,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2013-016,IFS-2013-001-03,DISIS-2013-001-4,05 SOUTHWEST,Hale,TX,SPS,12/1/2016,10/19/2019,,,203.00,191.00,203.00,ER,0.00,0.00,0.00,Thermal,CT,TUCO 345kV,3/29/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-012,,DISIS-2013-001-4,04 SOUTHEAST,Logan County,OK,OGE,11/30/2014,8/11/2014,,,147.00,68.00,147.00,ER,0.00,0.00,0.00,Thermal,Gas,Redbud 345kV,3/28/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-011,IFS-2013-001-02,DISIS-2013-001-4,04 SOUTHEAST,Hempstead,AR,AEP,,12/18/2012,,,30.00,40.00,30.00,ER,0.00,0.00,0.00,Thermal,Coal,Turk 138kV,3/28/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-008,,DISIS-2013-001-4,02 NEBRASKA,Jefferson,NE,NPPD,12/31/2013,4/16/2015,,,1.20,1.20,1.20,ER,0.00,0.00,0.00,Wind,,Steele City 115kV,3/27/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-007,,DISIS-2013-001-4,04 SOUTHEAST,Murray,OK,OGE,12/31/2014,11/23/2015,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Wind,,Tap Prices Falls - Carter 138kV,3/25/2013,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2013-002,IFS-2013-001-01,DISIS-2013-001-4,02 NEBRASKA,Lancaster,NE,NPPD,12/31/2013,12/1/2026,,,50.60,50.60,50.60,ER/NR,0.00,0.00,0.00,Solar,,Monolith 115kV,3/1/2013,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2012-044,,,,Crawford,KS,WERE,11/30/2013,11/1/2013,,,2.00,2.00,2.00,ER,0.00,0.00,0.00,Thermal,Gas,Sheffield 69kV,12/5/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-041,,DISIS-2012-002-6,04 SOUTHEAST,Kay,OK,OGE,4/15/2015,4/15/2015,,,121.50,85.30,121.50,ER,0.00,0.00,0.00,Thermal,CT,Rose Hill (Open Sky)-Sooner (Ranch Road) 345kV,9/30/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-037,,DISIS-2012-002-6,05 SOUTHWEST,Hale,TX,SPS,3/1/2015,3/1/2015,,,203.00,196.00,203.00,ER,0.00,0.00,0.00,Thermal,CT,TUCO 345kV,9/30/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-036,,DISIS-2012-002-6,05 SOUTHWEST,Yoakum,TX,SPS,6/1/2013,3/1/2013,,,7.00,7.00,7.00,ER,0.00,0.00,0.00,Thermal,CT,Mustang 230kV,9/30/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-035,,DISIS-2012-002-6,05 SOUTHWEST,Yoakum,TX,SPS,6/1/2013,4/1/2015,,,7.00,7.00,7.00,ER,0.00,0.00,0.00,Thermal,CT,Mustang 230kV,9/30/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-034,,DISIS-2012-002-6,05 SOUTHWEST,Yoakum,TX,SPS,6/1/2013,4/1/2015,,,7.00,7.00,7.00,ER,0.00,0.00,0.00,Thermal,CT,Mustang 230kV,9/30/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-033,,DISIS-2012-002-6,04 SOUTHEAST,Garfield,OK,OGE,12/1/2014,9/1/2015,,,98.82,98.82,98.82,ER,0.00,0.00,0.00,Wind,,Breckinridge 138kV,9/28/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-032,,DISIS-2012-002-6,04 SOUTHEAST,Kay,OK,OGE,11/30/2014,6/30/2015,,,299.00,299.00,299.00,ER,0.00,0.00,0.00,Wind,,Rose Hill-(Ranch Road) Sooner (Open Sky) 345kV,9/28/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-028,,DISIS-2012-002-6,04 SOUTHEAST,Washita,OK,WFEC,12/1/2014,12/22/2015,,,74.00,74.00,74.00,ER,0.00,0.00,0.00,Wind,,Gotebo 69kV,9/28/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-024,IFS-2012-002-01,DISIS-2012-002-6,03 CENTRAL,Ford,KS,SUNC,12/31/2015,6/1/2017,,,180.00,180.00,180.00,ER,0.00,0.00,0.00,Wind,,Clark County 345kV,9/28/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-021,,DISIS-2012-002-6,02 NEBRASKA,Lincoln,NE,LES,8/1/2013,12/1/2013,,,4.80,4.80,4.80,ER,0.00,0.00,0.00,Thermal,Gas,Terry Bundy Generating Station 115kV,9/26/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-020,,DISIS-2012-002-6,05 SOUTHWEST,Abernathy County,TX,SPS,9/30/2015,6/28/2019,,,478.00,478.00,478.00,ER,0.00,0.00,0.00,Wind,,TUCO 230kV,9/26/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-007,,DISIS-2012-001-4,03 CENTRAL,Grant County,KS,SUNC,4/1/2014,4/15/2014,,,120.00,120.00,120.00,ER/NR,0.00,0.00,0.00,Thermal,Gas,Rubart 115kV,3/29/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-004,,DISIS-2012-001-4,04 SOUTHEAST,Carter County,OK,OGE,12/31/2013,11/21/2014,,,40.80,40.80,40.80,ER/NR,0.00,0.00,0.00,Wind,,Pooleville-Ratliff (Carter County) 138kV,3/27/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2012-001,,DISIS-2012-001-4,05 SOUTHWEST,Lynn County Texas,TX,SPS,11/30/2012,12/21/2012,,,61.20,61.20,61.20,ER,0.00,0.00,0.00,Wind,,Tap Grassland - Borden County 230 kv,3/8/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-057,,DISIS-2011-002-6,03 CENTRAL,Sumner County,KS,WERE,12/31/2013,12/30/2015,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Wind,,Creswell 138kV,9/30/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-056B,,DISIS-2011-002-6,02 NEBRASKA,North Platte - Lexington,NE,NPPD,6/30/2012,10/31/2012,,,4.50,4.50,4.50,ER,0.00,0.00,0.00,Hydro,,John 2 115kV,3/8/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-056A,,DISIS-2011-002-6,02 NEBRASKA,North Platte - Lexington,NE,NPPD,6/30/2012,10/31/2012,,,3.60,3.60,3.60,ER,0.00,0.00,0.00,Hydro,,John 1 115kV,3/8/2012,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-056,,DISIS-2011-002-6,02 NEBRASKA,North Platte - Lexington,NE,NPPD,6/30/2012,10/31/2012,,,3.60,3.60,3.60,ER,0.00,0.00,0.00,Hydro,,Jeffrey 115kV,9/30/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-054,,DISIS-2011-002-6,04 SOUTHEAST,Canadian County,OK,OGE,11/30/2013,12/31/2014,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Cimarron 345kV,9/30/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-050,,DISIS-2011-002-6,04 SOUTHEAST,Grady County,OK,AEP,12/31/2013,12/13/2016,,,108.00,108.00,108.00,ER,0.00,0.00,0.00,Wind,,Tap Rush Springs - Marlow 138kV,9/30/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-048,,DISIS-2011-002-6,05 SOUTHWEST,Denver City,TX,SPS,3/1/2013,3/1/2013,,,175.00,165.00,175.00,ER/NR,0.00,0.00,0.00,Thermal,CT,Mustang 230kV,9/30/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-046,,DISIS-2011-002-6,05 SOUTHWEST,Quay County,NM,SPS,6/1/2013,9/5/2013,,,23.00,23.00,23.00,ER,0.00,0.00,0.00,Thermal,CT,Tucumcari 115kV,9/29/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-045,,DISIS-2011-002-6,05 SOUTHWEST,Lubbock,TX,SPS,6/1/2013,5/1/2013,,,205.00,180.00,205.00,ER,0.00,0.00,0.00,Thermal,NG/CT,Jones 230kV,9/29/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-040,,DISIS-2011-002-6,04 SOUTHEAST,Murray County,OK,OGE,12/31/2012,11/21/2014,,,111.00,111.00,111.00,ER/NR,0.00,0.00,0.00,Wind,,Pooleville-Ratliff (Carter County) 138kV,9/16/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-037,,DISIS-2011-002-6,04 SOUTHEAST,Apache,OK,WFEC,1/1/2012,2/5/2013,,,6.60,6.60,6.60,ER,0.00,0.00,0.00,Wind,,Blue Canyon 5 138kV,7/1/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-027,,DISIS-2011-001-8,02 NEBRASKA,Winside,NE,NPPD,12/31/2012,12/17/2018,,,120.00,120.00,120.00,ER/NR,0.00,0.00,0.00,Wind,,Wakefield 230kV,3/31/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-025,,DISIS-2011-001-8,05 SOUTHWEST,Lorenzo,TX,SPS,6/30/2012,12/15/2018,,,79.96,79.96,79.96,ER,0.00,0.00,0.00,Wind,,Tap Floyd County - Crosby County 115kV,3/31/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-022,,DISIS-2011-001-8,05 SOUTHWEST,Hansford,TX,SPS,12/31/2012,9/8/2022,,,299.00,299.00,299.00,ER,0.00,0.00,0.00,Wind,,Hitchland 345kV,3/31/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-020,,DISIS-2011-001-8,04 SOUTHEAST,Ellis,OK,OGE,12/31/2012,10/31/2029,,,165.60,165.60,165.60,ER/NR,0.00,0.00,0.00,Wind,,Woodward EHV 345kV,3/31/2011,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2011-019,,DISIS-2011-001-8,04 SOUTHEAST,Woodward County,OK,OGE,12/31/2012,12/31/2027,,,175.00,175.00,175.00,ER/NR,0.00,0.00,0.00,Wind,,Woodward EHV 345kV,3/31/2011,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2011-018,,DISIS-2011-001-8,02 NEBRASKA,Jefferson County,NE,NPPD,12/1/2013,4/16/2015,,,73.60,73.60,73.60,ER/NR,0.00,0.00,0.00,Wind,,Steele City 115kV,3/31/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-014,,DISIS-2011-001-8,05 SOUTHWEST,Beaver County,OK,OGE,12/31/2013,12/20/2016,,,198.00,198.00,198.00,ER,0.00,0.00,0.00,Wind,,Beaver County-Woodward EHV Dbl Ckt (Badger) 345kV,3/31/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-011,,DISIS-2011-001-8,03 CENTRAL,Weston,MO,KCPL,12/31/2010,6/5/2012,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Thermal,Coal,Iatan 345kV,3/31/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-010,,DISIS-2011-001-8,04 SOUTHEAST,Caddo County,OK,OGE,12/1/2012,10/1/2012,,,100.80,100.80,100.80,ER,0.00,0.00,0.00,Wind,,Minco 345kV,3/30/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2011-008,,DISIS-2011-001-8,03 CENTRAL,Clark County,KS,SUNC,12/1/2015,12/21/2016,,,600.00,600.00,600.00,ER,0.00,0.00,0.00,Wind,,Clark County 345kV,3/29/2011,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-057,,DISIS-2011-001-8,03 CENTRAL,Lincoln County,KS,MIDW,8/1/2012,9/28/2012,,,201.00,201.00,201.00,ER/NR,0.00,0.00,0.00,Wind,,Rice County 230kV,10/27/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-055,,DISIS-2011-001-8,04 SOUTHEAST,Sand Springs,OK,AEP,12/31/2011,2/27/2013,,,4.50,4.50,4.50,ER,0.00,0.00,0.00,Thermal,Gas,Wekiwa 138kV,9/30/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-051,,DISIS-2010-002-6,02 NEBRASKA,Dixon County,NE,NPPD,12/15/2012,12/17/2018,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Wind,,Wakefield 230kV,9/30/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-040,,DISIS-2010-002-6,04 SOUTHEAST,Canadian County,OK,OGE,11/30/2011,11/23/2012,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Cimarron 345kV,8/19/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-036,,DISIS-2010-002-6,03 CENTRAL,Douglas County,KS,WERE,8/1/2012,8/1/2012,,,4.60,4.60,4.60,ER,0.00,0.00,0.00,Hydro,,6th Street 115kV,6/30/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-014,,DISIS-2010-001-8,05 SOUTHWEST,Hansford County,TX,SPS,12/31/2013,12/31/2022,,,358.80,358.80,358.80,ER,0.00,0.00,0.00,Wind,,Hitchland 345kV,3/31/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-011,,DISIS-2010-001-8,04 SOUTHEAST,Dewey County,OK,OGE,12/31/2011,2/28/2012,,,29.70,29.70,29.70,ER,0.00,0.00,0.00,Wind,,Tatonga 345kV,3/31/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-009,,DISIS-2010-001-8,03 CENTRAL,Gray County,KS,SUNC,12/1/2011,12/31/2012,,,165.60,165.60,165.60,ER,0.00,0.00,0.00,Wind,,Buckner 345kV,3/29/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-006,,DISIS-2010-001-8,05 SOUTHWEST,Lubbock,TX,SPS,6/1/2012,6/30/2011,,,205.00,180.00,205.00,ER,0.00,0.00,0.00,Thermal,Gas,Jones 230kV,3/24/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-005,,DISIS-2010-001-8,03 CENTRAL,Harper County,KS,WERE,12/1/2012,12/31/2021,,,299.20,299.20,299.20,ER,0.00,0.00,0.00,Wind,,Viola 345kV,3/15/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-003,,DISIS-2010-001-8,03 CENTRAL,Coffey County,KS,WERE,12/31/2011,7/31/2014,,,99.50,99.50,99.50,ER,0.00,0.00,0.00,Wind,,Waverly 345kV,3/8/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2010-001,,DISIS-2010-002-6,05 SOUTHWEST,Beaver County,OK,OGE,1/1/2012,5/15/2015,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Hitchland-Woodward EHV Dbl Ckt (Beaver County) 345kV,3/3/2010,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2009-040,,DISIS-2010-001-8,03 CENTRAL,Marshall County,KS,WERE,12/31/2012,9/3/2016,,,72.00,72.00,72.00,ER,0.00,0.00,0.00,Wind,,Tap Smittyville - Knob Hill 115KV,8/31/2009,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2009-025,,DISIS-2009-001-6,04 SOUTHEAST,Kay County,OK,OGE,12/31/2011,11/1/2012,,,59.80,59.80,59.80,ER,0.00,0.00,0.00,Wind,,TAP Deer Creek – Sinclair 69kV,6/19/2009,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2009-020,,DISIS-2010-001-8,03 CENTRAL,Rush County,KS,MIDW,12/31/2011,10/15/2015,,,48.30,48.30,48.30,ER,0.00,0.00,0.00,Wind,,Tap Nekoma - Bazine (Walnut Creek) 69kV,4/15/2009,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2009-008,,DISIS-2010-001-8,03 CENTRAL,Ness County,KS,MIDW,9/1/2011,12/1/2015,,,198.69,198.69,198.69,ER,0.00,0.00,0.00,Wind,,South Hays 230kV,3/10/2009,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-129,,DISIS-2009-001-6,03 CENTRAL,Cass County,MO,MIPU,5/1/2009,2/15/2002,,,72.00,643.00,675.00,ER,0.00,0.00,0.00,Thermal,CT,Pleasant Hill 161kV,12/12/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-124,,DISIS-2009-001-6,03 CENTRAL,Ford County,KS,SUNC,1/1/2016,2/28/2017,,,200.10,200.10,200.10,ER,0.00,0.00,0.00,Wind,,Clark County-Spearville Ckt 1 (Ironwood) 345kV,11/14/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-123N,,DISIS-2010-001-8,02 NEBRASKA,Webster County,NE,NPPD,12/31/2016,11/16/2017,,,89.66,89.66,89.66,ER,0.00,0.00,0.00,Wind,,Tap Pauline - Hildreth (Rosemont) 115kV,11/12/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-119O,,ICS-2008-001 Prior Queued,02 NEBRASKA,Richardson County,NE,OPPD,12/31/2009,,,,60.00,60.00,60.00,ER,0.00,0.00,0.00,Wind,,S1399 161kV,10/8/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-098,,DISIS-2010-001-8,03 CENTRAL,Coffey County,KS,WERE,12/31/2011,11/30/2015,,,99.50,99.50,99.50,ER,0.00,0.00,0.00,Wind,,Waverly 345kV,8/22/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-092,,DISIS-2009-001-6,03 CENTRAL,Ellis County,KS,MIDW,12/1/2011,11/30/2015,,,200.50,200.50,200.50,ER,0.00,0.00,0.00,Wind,,Post Rock 230kV,8/18/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-086N02,,DISIS-2009-001-6,02 NEBRASKA,Antelope County,NE,NPPD,,12/31/2014,,,201.00,201.00,201.00,ER,0.00,0.00,0.00,Wind,,Meadow Grove 230kV,8/8/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-079,,DISIS-2009-001-6,03 CENTRAL,Gray County,KS,MKEC,12/1/2010,11/2/2011,,,98.90,98.90,98.90,ER,0.00,0.00,0.00,Wind,,Crooked Creek 115kV,7/29/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-051,,DISIS-2009-001-6,05 SOUTHWEST,Oldham County,TX,SPS,12/31/2010,12/31/2014,,,161.00,161.00,161.00,ER,0.00,0.00,0.00,Wind,,Potter County 345kV,5/30/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-047,,DISIS-2010-001-8,05 SOUTHWEST,Beaver County,OK,OGE,12/31/2012,12/31/2014,,,263.13,263.13,263.13,ER,0.00,0.00,0.00,Wind,,Hitchland-Woodward EHV Dbl Ckt (Beaver County) 345kV,5/16/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-044,,DISIS-2010-001-8,04 SOUTHEAST,Dewey County,OK,OGE,12/1/2011,2/28/2012,,,197.80,197.80,197.80,ER,0.00,0.00,0.00,Wind,,Tatonga 345kV,5/15/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-037,,DISIS-2010-001-8,04 SOUTHEAST,Commanche County,OK,WFEC,11/30/2011,12/17/2011,,,99.00,99.00,99.00,ER,0.00,0.00,0.00,Wind,,Tap Washita - Blue Canyon Wind 138kV,5/12/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-023,,DISIS-2009-001-6,04 SOUTHEAST,Washita County,OK,AEP,12/1/2010,11/30/2012,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Wind,,Hobart Junction 138kV,3/28/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-022,,DISIS-2010-001-8,05 SOUTHWEST,Chaves County,NM,SPS,9/1/2011,11/15/2015,,,299.65,299.65,299.65,ER,0.00,0.00,0.00,Wind,,Eddy County-Tolk (Crossroads) 345kV,3/28/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-021,,,,Coffey County,KS,WERE,5/16/2011,5/16/2011,,,42.00,42.00,42.00,ER,0.00,0.00,0.00,Thermal,Nuclear,Wolf Creek 345kV,3/24/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-018,,ICS-2008-001-6,03 CENTRAL,Finney County,KS,SPS,12/31/2012,12/13/2013,,,250.00,250.00,250.00,ER,0.00,0.00,0.00,Wind,,Finney 345kV,3/17/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-013,,ICS-2008-001-6,04 SOUTHEAST,Garfield County,OK,OGE,10/1/2010,12/7/2012,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Hunter 345kV,2/19/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-006,,,,Caddo Parish,LA,AEP,6/1/2010,6/16/2010,,,30.00,20.00,30.00,ER,0.00,0.00,0.00,Thermal,Gas,Arsenal Hill 138kV,1/31/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
GEN-2008-005,,,,Mayes County,OK,GRDA,1/9/2009,9/2/2009,,,16.00,16.00,16.00,ER,0.00,0.00,0.00,Hydro,,,1/28/2008,,IA FULLY EXECUTED/COMMERCIAL OPERATION,,,
