Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type
AH1-321,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Eldean 138 kV,Dayton,54.00,Storage
AH1-704,PJM,2025-04-03,Active,,,TC2,PHASE 2,Hannibal 138 kV,AEP,20.00,Thermal
AG2-355,PJM,2021-03-26,Withdrawn,2025-03-28,2024-06-01,TC2,APPLICATION REVIEW,North Muskingum River - Philo 138 kV,AEP,82.40,Hybrid
AG2-057,PJM,2020-12-07,Active,,,TC2,PHASE 2,Cardington-Liberty 69 kV II,ATSI,6.00,Solar
AH1-765,PJM,,Withdrawn,2025-05-02,2029-05-31,TC2,RRI APPLICATION REVIEW,,ATSI,205.00,Storage
AH1-060,PJM,2021-07-20,Active,,,TC2,PHASE 2,Cardington-Liberty 69 kV III,ATSI,12.00,Solar
AH1-282,PJM,2021-09-09,Active,,,TC2,PHASE 2,Galion - Ohio Central 345 kV,AEP,45.90,Solar
AH1-661,PJM,2021-09-29,Active,,,TC2,PHASE 2,Cannelville 12.47 kV,AEP,9.06,Other
AH1-754,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,500.00,Storage
AG2-406,PJM,2021-03-30,Active,,,TC2,PHASE 2,Payne 69 kV,AEP,10.98,Solar
AF2-376,PJM,2020-03-31,Done,,2029-12-31,TC1,FINAL AGREEMENT,Timber Switch 138 kV,AEP,20.00,Storage
AG2-444,PJM,2021-03-30,Withdrawn,2025-12-02,2028-12-31,TC2,Decision Point 1,Bixby -  Biers Run 345 kV,AEP,122.50,Solar
AG2-125,PJM,2021-01-29,Active,,,TC2,PHASE 2,Camden-Crystal 69 kV,Dayton,15.44,Solar
AG2-405,PJM,2021-03-30,Active,,,TC2,PHASE 2,Continental 69 kV,AEP,10.98,Solar
AH1-669,PJM,2020-09-30,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Circleville-Biers Run 138 kV,AEP,30.00,Solar
AF2-263,PJM,2020-03-27,Withdrawn,2024-06-21,2022-07-01,TC1,PHASE 1,Shelby 138 kV,Dayton,58.80,Solar
AH1-752,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,400.00,Storage
AH1-706,PJM,2025-04-07,Active,,,TC2,PHASE 2,Lordstown 345 kV,ATSI,23.82,Thermal
AH1-757,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,500.00,Storage
AH1-569,PJM,2021-09-10,Withdrawn,2025-07-07,2024-12-01,TC2,PHASE 1,Tangy - National 138 kV,ATSI,31.30,Solar
AE1-092,PJM,2018-08-31,Done,,2030-04-30,TC1,FINAL AGREEMENT,Blue Jacket-Kirby 138 kV,Dayton,96.40,Solar
AG1-410,PJM,2020-09-30,Done,,2030-02-15,TC1,FINAL AGREEMENT,Maddox Creek-RP Mone 345 kV,AEP,180.00,Solar
AG1-411,PJM,2020-09-30,Done,,2030-02-15,TC1,FINAL AGREEMENT,Maddox Creek-RP Mone 345 kV,AEP,100.00,Storage
AH1-538,PJM,2021-09-10,Withdrawn,2025-07-03,2025-03-01,TC2,PHASE 1,East Lima - Haviland 138 kV,AEP,20.00,Hybrid
AH1-719,PJM,2025-04-03,Active,,,TC2,PHASE 2,Beverly 345 kV,AEP,21.00,Thermal
AH1-577,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Clutch 69 kV,AEP,42.00,Solar
AH1-578,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Clutch 69 kV,AEP,28.00,Storage
AH1-764,PJM,,Withdrawn,2025-05-02,2029-07-01,TC2,RRI APPLICATION REVIEW,,ATSI,148.00,Hybrid
AF2-321,PJM,2020-03-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 1,Stryker-Ridgeville 138 kV,ATSI,88.80,Solar
AF2-126,PJM,2020-02-28,Done,,2028-06-01,TC1,FINAL AGREEMENT,Weston 69 kV II,ATSI,8.00,Solar
AH1-711,PJM,2025-04-09,Active,,2030-05-31,TC2,PHASE 2,Lemoyne 345 kV,ATSI,292.50,Thermal
AH1-565,PJM,2021-09-10,Withdrawn,2025-05-07,2025-06-01,TC2,PHASE 1,Lemoyne 345kV,ATSI,250.00,Storage
AH1-339,PJM,2021-09-10,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,West Crawford 69 kV,AEP,6.76,Solar
AG2-329,PJM,2021-03-25,Active,,,TC2,PHASE 2,S Berwick - Galion 345 kV,AEP,156.00,Storage
AH1-708,PJM,,Withdrawn,2025-05-02,2025-05-31,TC2,RRI APPLICATION REVIEW,,ME,20.00,Thermal
AH1-562,PJM,2021-09-10,Withdrawn,2025-06-30,2025-06-01,TC2,PHASE 1,Springdale 138kV,APS,250.00,Storage
AG2-150,PJM,2021-02-23,Withdrawn,2025-04-07,2022-12-31,TC2,APPLICATION PHASE,River Dock 23 kV,DL,5.25,Hydro
AG1-549,PJM,2020-09-30,Withdrawn,2025-01-22,2022-10-31,TC1,PHASE 1,Keystone 230 kV,PENELEC,85.00,Hybrid
AG2-386,PJM,2021-03-29,Withdrawn,2025-03-14,2023-04-01,TC2,APPLICATION REVIEW,Kittanning-Rural Valley 25 kV,APS,18.00,Solar
AF1-240,PJM,2019-09-30,Withdrawn,2025-11-03,2022-07-01,TC1,PHASE 3,Timblin 34.5 kV,PENELEC,11.00,Solar
AH1-566,PJM,2021-09-10,Withdrawn,2025-06-30,2025-06-01,TC2,PHASE 1,South Bend 500kV,APS,250.00,Storage
AH1-452,PJM,2021-09-11,Active,,,TC2,PHASE 2,Clementine-Clementine Jct. 25 kV,APS,8.35,Solar
AG2-654,PJM,2021-03-31,Withdrawn,2025-11-25,2027-06-01,TC2,Decision Point 1,Craigsville - Leards Crossing 12 kV,APS,8.80,Solar
AH1-674,PJM,,Withdrawn,2025-04-02,2028-12-31,TC2,RRI APPLICATION REVIEW,,ATSI,1650.00,Thermal
AG2-621,PJM,2021-03-31,Active,,,TC2,PHASE 2,Hoytdale 138 kV,ATSI,150.00,Storage
AH1-162,PJM,2021-08-31,Withdrawn,2025-07-07,2023-11-01,TC2,PHASE 1,Curryville-RKB-Yellow Creek 23 kV,PENELEC,11.00,Solar
AH1-492,PJM,2021-09-11,Withdrawn,2025-06-09,2024-07-30,TC2,PHASE 1,Bernville 13 kV,ME,12.00,Solar
AH1-005,PJM,2021-04-09,Withdrawn,2025-11-05,2028-12-01,TC2,Decision Point 1,East Towanda-South Troy 115 kV II,PENELEC,14.00,Solar
AH1-720,PJM,2025-04-11,Withdrawn,2025-12-01,2026-12-31,TC2,Decision Point 1,East Towanda 230 kV,PENELEC,60.00,Thermal
AG2-356,PJM,2021-03-26,Active,,,TC2,PHASE 2,South Troy - Canton 34.5 kV,PENELEC,12.00,Solar
AG2-327,PJM,2021-03-24,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Tennessee Gas-East Towanda 115 kV,PENELEC,6.00,Solar
AG2-220,PJM,2021-03-10,Withdrawn,2025-11-05,2028-12-01,TC2,Decision Point 1,East Towanda-South Troy 115 kV,PENELEC,19.20,Solar
AG2-221,PJM,2021-03-10,Withdrawn,2025-11-05,2028-12-01,TC2,Decision Point 1,South Troy - North Towanda 34.5 kV,PENELEC,13.20,Solar
AG2-206,PJM,2021-03-04,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Tennessee Gas-East Towanda 115 kV,PENELEC,28.80,Solar
AF2-406,PJM,2020-03-31,Withdrawn,2024-06-21,2022-06-01,TC1,PHASE 1,Sayre 115 kV,PENELEC,75.00,Storage
AF2-050,PJM,2019-12-23,Done,,2029-01-31,TC1,FINAL AGREEMENT,Bear Rock-Johnstown 230 kV,PENELEC,30.00,Solar
AH1-212,PJM,2021-09-07,Withdrawn,2025-12-03,2027-12-31,TC2,Decision Point 1,Bethlehem - Lilly 46 kV,PENELEC,12.00,Solar
AH1-462,PJM,2021-09-11,Withdrawn,2025-02-12,2024-12-31,TC2,APPLICATION REVIEW,Rachel Hill 115 kV,PENELEC,60.00,Storage
AG2-074,PJM,2021-01-15,Active,,,TC2,PHASE 2,Meckesville Tap 69kV,PPL,26.20,Solar
AG1-377,PJM,2020-09-30,Done,,2029-06-30,TC1,FINAL AGREEMENT,Philipsburg 115 kV,PENELEC,6.00,Solar
AG1-378,PJM,2020-09-30,Done,,2029-06-30,TC1,FINAL AGREEMENT,Philipsburg 115 kV,PENELEC,6.00,Solar
AH1-668,PJM,2020-09-29,Withdrawn,2025-03-07,2022-08-01,TC2,APPLICATION REVIEW,Madisonburg Jct-Millheim 46 kV,APS,8.30,Solar
AG1-090,PJM,2020-08-01,Done,,2029-06-30,TC1,FINAL AGREEMENT,Philipsburg 115 kV,PENELEC,30.00,Hybrid
AH1-313,PJM,2021-09-10,Withdrawn,2025-12-03,2030-12-31,TC2,Decision Point 1,Moshannon-Milesburg 230 kV VII,APS,60.00,Hybrid
AG2-143,PJM,2021-02-16,Withdrawn,2025-03-14,2026-12-31,TC2,APPLICATION REVIEW,Burma-Sligo 25 kV,APS,10.00,Solar
AG2-429,PJM,2021-03-30,Active,,,TC2,PHASE 2,Burma - Armstrong 138 kV,APS,46.50,Hybrid
AG2-558,PJM,2021-03-31,Withdrawn,2025-01-23,2023-04-01,TC2,APPLICATION REVIEW,Shawville - Phillipsburg 34.5 kV II,APS,8.30,Solar
AG2-559,PJM,2021-03-31,Withdrawn,2025-01-23,2024-04-01,TC2,APPLICATION REVIEW,Shawville - Phillipsburg 34.5 kV III,APS,8.30,Solar
AG2-560,PJM,2021-03-31,Withdrawn,2025-01-23,2025-04-01,TC2,APPLICATION REVIEW,Phillipsburg (Karthaus) 34.5 kV,APS,8.30,Solar
AG1-308,PJM,2020-09-29,Withdrawn,2024-06-21,2022-08-01,TC1,PHASE 1,Shawville-Philipsburg 34.5 kV,PENELEC,8.30,Solar
AH1-667,PJM,2020-02-29,Active,,,TC2,PHASE 2,Philipsburg-Shawville 34.5 kV,PENELEC,10.80,Solar
AF2-296,PJM,2020-03-28,Done,,2028-12-31,TC1,FINAL AGREEMENT,Madera 34.5 kV,PENELEC,12.00,Solar
AF1-099,PJM,2019-09-04,Withdrawn,2025-01-22,2022-04-01,TC1,PHASE 1,Moshannon-Milesburg 230 kV III,APS,75.90,Hybrid
AF1-100,PJM,2019-09-04,Withdrawn,2024-06-21,2022-04-01,TC1,PHASE 1,Shawville-Moshannon 230 kV,PENELEC,150.00,Hybrid
AF1-142,PJM,2019-09-04,Withdrawn,2025-01-22,2022-04-01,TC1,PHASE 1,Moshannon-Milesburg 230 kV IV,APS,121.44,Hybrid
AG2-668,PJM,2021-03-31,Withdrawn,2025-04-22,2023-11-01,TC2,PHASE 1,Harvey Run 34.5 kV,PENELEC,12.50,Solar
AH1-746,PJM,2025-04-10,Active,,,TC2,PHASE 2,Madera - Westover South 115 kV,PENELEC,20.00,Wind
AH1-675,PJM,,Withdrawn,2025-04-23,2030-06-30,TC2,RRI APPLICATION REVIEW,,PPL,2070.00,Thermal
AH1-688,PJM,,Withdrawn,2025-04-23,2030-06-30,TC2,RRI APPLICATION REVIEW,,PPL,1380.00,Thermal
AH1-689,PJM,,Withdrawn,2025-04-23,2030-06-30,TC2,RRI APPLICATION REVIEW,,PPL,1380.00,Thermal
AG2-176,PJM,2021-02-26,Active,,,TC2,PHASE 2,Geneva 115 kV,PENELEC,90.00,Solar
AG2-247,PJM,2021-03-17,Withdrawn,2025-02-06,2023-01-15,TC2,APPLICATION REVIEW,Northwestern REC Dixonburg-Vernon 34.5 kV,PENELEC,12.00,Solar
AH1-490,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-01,TC2,Decision Point 1,Venango Junction - Cambridge Springs 34.5 kV,PENELEC,12.00,Solar
AH1-159,PJM,2021-08-30,Withdrawn,2025-07-07,2023-11-01,TC2,PHASE 1,Conneaut-Conneaut Tap 69 kV,ATSI,13.90,Solar
AH1-695,PJM,2025-04-03,Active,,,TC2,PHASE 2,Three Mile Island 230 kV,ME,803.00,Nuclear
AG2-538,PJM,2021-03-31,Withdrawn,2025-02-28,2022-10-15,TC2,APPLICATION REVIEW,Ridgeway - Motion Control 46 kV,APS,15.42,Hybrid
AF1-306,PJM,2019-09-30,Withdrawn,2024-06-21,2023-05-31,TC1,PHASE 1,Squab Hollow 230 kV,APS,49.30,Storage
AF2-010,PJM,2019-10-11,Withdrawn,2026-01-14,2022-12-15,TC1,FINAL AGREEMENT,Union City-Titusville 115 kV,PENELEC,46.00,Solar
AG2-438,PJM,2021-03-30,Withdrawn,2025-12-17,2028-02-01,TC2,Decision Point 1,Union City 34.5 kV,PENELEC,6.70,Solar
AG2-008,PJM,2020-10-08,Withdrawn,2025-07-03,2023-03-30,TC2,PHASE 1,Erie South-Warren 230 kV,PENELEC,40.20,Solar
AG2-009,PJM,2020-10-08,Withdrawn,2025-06-19,2023-03-30,TC2,PHASE 1,Erie South-Warren 230 kV II,PENELEC,12.90,Solar
AG1-548,PJM,2020-09-30,Done,,2029-06-30,TC1,FINAL AGREEMENT,Erie South-Union City 115 kV,PENELEC,45.00,Hybrid
AH1-491,PJM,2021-09-11,Withdrawn,2025-12-02,2028-10-01,TC2,Decision Point 1,Union City 34.5 kV,PENELEC,12.00,Solar
AH1-331,PJM,2021-09-09,Withdrawn,2025-07-03,2023-06-01,TC2,PHASE 1,Edinboro South-Erie South 25kV,PENELEC,11.90,Solar
AH1-206,PJM,2021-09-08,Active,,,TC2,PHASE 2,Bethelboro 138 kV,APS,60.00,Storage
AH1-247,PJM,2021-09-09,Active,,,TC2,PHASE 2,Lardin - Lake Lynn 138kV,APS,24.00,Solar
AH1-248,PJM,2021-09-09,Active,,,TC2,PHASE 2,Lardin - Lake Lynn 138kV,APS,15.00,Solar
AH1-249,PJM,2021-09-09,Active,,,TC2,PHASE 2,Lardin - Lake Lynn 138kV,APS,80.00,Storage
AH1-367A,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Franklin 138 kV II,APS,43.20,Solar
AG2-590,PJM,2021-03-31,Withdrawn,2025-01-30,2024-06-01,TC2,APPLICATION REVIEW,Shingletown-Lewistown 230 kV,PENELEC,22.90,Hybrid
AG1-473,PJM,2020-09-30,Withdrawn,2025-01-22,2024-06-01,TC1,PHASE 1,Shingletown-Lewistown 230 kV,PENELEC,32.34,Hybrid
AG2-561,PJM,2021-03-31,Active,,,TC2,PHASE 2,Glory - Glen Campbell 34.5 kV,PENELEC,12.00,Solar
AH1-268,PJM,2021-09-09,Withdrawn,2025-11-18,2028-06-01,TC2,Decision Point 1,Seward-Glory 115 kV II,PENELEC,36.60,Storage
AH1-102,PJM,2021-07-30,Withdrawn,2025-11-18,2028-06-01,TC2,Decision Point 1,Seward-Glory 115 kV,PENELEC,63.40,Solar
AH1-734,PJM,2025-04-10,Active,,2030-05-31,TC2,PHASE 2,South Bend 500 kV,APS,268.60,Thermal
AH1-697,PJM,,Withdrawn,2025-07-03,2028-05-19,TC2,PHASE 1, Lackawanna 230kV,PPL,78.60,Thermal
AH1-561,PJM,2021-09-10,Withdrawn,2025-06-27,2025-06-01,TC2,PHASE 1,Ironwood 230kV,ME,250.00,Storage
AH1-733,PJM,,Withdrawn,2025-05-02,2031-05-31,TC2,RRI APPLICATION REVIEW,Susquehanna-Mountain 230 kV,PPL,637.80,Thermal
AG1-277,PJM,2020-09-28,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Salem-Beacon Power 69 kV,PPL,32.00,Hybrid
AG1-278,PJM,2020-09-28,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 2,Salem-Beacon Power 69 kV,PPL,15.42,Hybrid
AG1-279,PJM,2020-09-28,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Salem-Beacon Power 69 kV,PPL,15.42,Hybrid
AH1-707,PJM,2025-04-07,Withdrawn,2025-12-01,2026-12-31,TC2,Decision Point 1,Saegers 230 kV,PPL,30.00,Thermal
AH1-487,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-01,TC2,Decision Point 1,Camp Reynolds 12.5 kV,ATSI,12.00,Solar
AG1-051,PJM,2020-07-18,Withdrawn,2024-07-18,2022-06-30,TC1,DP1,Maysville 69 kV III,ATSI,20.00,Storage
AF2-176,PJM,2020-03-19,Withdrawn,2024-06-21,2022-09-15,TC1,PHASE 1,Masury-Maysville 138 kV,ATSI,36.00,Solar
AG2-249,PJM,2021-03-17,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Stoneboro-Perry 69 kV,ATSI,12.00,Solar
AG2-250,PJM,2021-03-17,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Stoneboro-Perry 69 kV II,ATSI,12.00,Solar
AG2-365,PJM,2021-03-26,Withdrawn,2025-11-13,2027-12-31,TC2,Decision Point 1,Conneaut Tap-Werner 69 kV,ATSI,21.00,Solar
AG2-456,PJM,2021-03-30,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook-Lewis Run 230 kV,PENELEC,55.80,Solar
AG2-457,PJM,2021-03-30,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook - Lewis Run 230 kV,PENELEC,55.80,Solar
AF1-276,PJM,2019-09-30,Withdrawn,2024-06-24,2024-06-29,TC1,PHASE 1,Lewis Run-Pierce Brook 230 kV,PENELEC,67.00,Solar
AF1-277,PJM,2019-09-30,Withdrawn,2024-06-21,2024-06-29,TC1,PHASE 1,Lewis Run-Pierce Brook 2 230 kV,PENELEC,67.00,Solar
AH1-357,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook-Lewis Run 230kV,PENELEC,12.00,Solar
AH1-358,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook-Lewis Run 230kV,PENELEC,20.00,Storage
AH1-359,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook - Lewis Run 230 kV,PENELEC,12.00,Solar
AH1-360,PJM,2021-09-10,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Pierce Brook - Lewis Run 230 kV,PENELEC,20.00,Storage
AH1-587,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Farmers Valley - Ridgeway 115 kV,PENELEC,120.00,Solar
AH1-588,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Lewis Run - Pierce Brook 230 kV,PENELEC,144.00,Solar
AH1-589,PJM,2021-09-10,Withdrawn,2025-12-02,2028-10-31,TC2,Decision Point 1,Lewis Run - Pierce Brook 230 kV,PENELEC,170.00,Solar
AH1-390,PJM,2021-09-10,Withdrawn,2025-03-12,2023-07-31,TC2,APPLICATION REVIEW,TBD 69 kV,PPL,14.10,Solar
AG2-430,PJM,2021-03-30,Withdrawn,2025-11-18,2028-06-01,TC2,Decision Point 1,Sunbury-Dalmatia 69 kV II,PPL,37.70,Solar
AG2-606,PJM,2021-03-31,Withdrawn,2025-07-03,2024-06-01,TC2,PHASE 1,Sunbury-Juniata 500 kV,PPL,35.60,Hybrid
AG2-418,PJM,2021-03-30,Withdrawn,2025-11-13,2027-12-31,TC2,Decision Point 1,Blain 115 kV,PENELEC,20.00,Hybrid
AH1-533,PJM,2021-09-10,Withdrawn,2025-07-03,2025-03-01,TC2,PHASE 1,Sunbury-Juniata II,PPL,38.50,Hybrid
AG1-392C,PJM,2020-10-01,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV IV,PENELEC,9.00,Solar
AG1-392B,PJM,2020-10-01,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV III,PENELEC,9.00,Solar
AG1-392A,PJM,2020-10-01,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV II,PENELEC,18.00,Solar
AG1-392,PJM,2020-09-30,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Gold 115 kV I,PENELEC,18.00,Solar
AG1-060,PJM,2020-07-29,Withdrawn,2024-06-24,2022-05-31,TC1,PHASE 1,Eldred 69 kV,PPL,25.70,Solar
AF2-056,PJM,2020-01-16,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 1,Shenandoah Tap 1– Mahanoy Tap 2 69 kV,PPL,33.00,Solar
AG2-161,PJM,2021-02-25,Withdrawn,2025-11-25,2027-12-31,TC2,Decision Point 1,Wheelabrator Frackville-Gilberton 69 kV,PPL,18.06,Solar
AH1-705,PJM,2025-04-07,Withdrawn,2025-12-03,2027-05-31,TC2,Decision Point 1,Sunbury #1 500kV,PPL,32.40,Thermal
AH1-460,PJM,2021-09-10,Active,,,TC2,PHASE 2,Hooversville - Scalp Level 115 kV,PENELEC,39.60,Solar
AH1-201,PJM,2021-09-03,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Allegheny-New Baltimore 115kV,PENELEC,24.00,Solar
AH1-203,PJM,2021-09-03,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Allegheny-Somerset 115 kV,PENELEC,42.00,Solar
AH1-205,PJM,2021-09-03,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Allegheny-New Baltimore 115kV,PENELEC,16.00,Storage
AG2-411,PJM,2021-03-31,Active,,,TC2,PHASE 2,Statler Hill 115 kV,PENELEC,40.70,Solar
AG2-090,PJM,2021-01-26,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Scalp Level 23 kV IV,PENELEC,8.40,Solar
AF2-381,PJM,2020-04-01,Withdrawn,2024-06-21,2023-06-30,TC1,PHASE 1,Bedford North-Central City West 115 kV,PENELEC,40.20,Solar
AF2-412,PJM,2020-03-31,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 1,Mainesburg 115 kV,PENELEC,100.00,Storage
AH1-160,PJM,2021-08-31,Withdrawn,2025-03-28,2023-11-01,TC2,APPLICATION REVIEW,Tower Hill 34.5 kV,PENELEC,13.30,Solar
AH1-158,PJM,2021-09-01,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Eclipse-Piney 115 kV III,PENELEC,30.00,Storage
AH1-050,PJM,2021-07-07,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Eclipse-Piney 115 kV,PENELEC,30.00,Solar
AH1-051,PJM,2021-07-07,Withdrawn,2025-12-02,2027-12-01,TC2,Decision Point 1,Eclipse-Piney 115 kV II,PENELEC,18.00,Solar
AF2-164,PJM,2020-03-17,Withdrawn,2024-06-21,2023-09-15,TC1,PHASE 1,Handsome Lake 345 kV,PENELEC,48.00,Solar
AG2-420,PJM,2021-03-30,Active,,,TC2,PHASE 2,Eclipse #2 34.5 kV,PENELEC,14.00,Hybrid
AG2-200,PJM,2021-03-02,Active,,,TC2,PHASE 2,North Warren - Russell 34.5 kV,PENELEC,10.20,Solar
AH1-545,PJM,2021-09-10,Active,,,TC2,PHASE 2,Wylie Ridge-Tidd 345kV,APS,20.00,Solar
AH1-140,PJM,2021-07-30,Withdrawn,2025-12-02,2027-12-31,TC2,Decision Point 1,Vasco 138 kV,APS,115.00,Hybrid
AH1-076,PJM,2021-07-29,Withdrawn,2025-03-14,2023-12-31,TC2,APPLICATION REVIEW,Loyalhanna - Reed Junction 25 kV,APS,9.00,Solar
AG2-439,PJM,2021-03-30,Withdrawn,2025-12-02,2028-02-01,TC2,Decision Point 1,Oxbow 34.5 kV,PENELEC,5.30,Solar
AH1-046,PJM,2021-07-01,Withdrawn,2025-04-25,2023-06-01,TC2,PHASE 1,Peach Bottom 500 kV,PECO,15.00,Solar
