Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type,State,County,Developer
AG1-153,PJM,2020-09-10,Done,,2031-07-28,TC1,FINAL AGREEMENT,Heritage 500 kV,Dominion,30.00,Storage,VA,Brunswick,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-221,PJM,2021-09-08,Active,,,TC2,PHASE 2,Heritage 500 kV,Dominion,45.00,Storage,VA,Brunswick,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG2-640,PJM,2021-03-31,Withdrawn,2025-02-24,2025-04-01,TC2,APPLICATION REVIEW,Danieltown DP–Brunswick 69 kV,Dominion,18.70,Storage,VA,Brunswick,"ACE Development Company II, LLC"
AH1-678,PJM,2025-04-07,Active,,,TC2,PHASE 2,Heritage 500 kV,Dominion,34.00,Thermal,VA,Brunswick,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-528,PJM,2021-09-10,Active,,,TC2,PHASE 2,Rawlings - Unity 500 kV,Dominion,180.00,Solar,VA,Brunswick,"Honeybee Solar Energy, LLC"
AH1-408,PJM,2021-09-10,Withdrawn,2025-11-05,2029-09-01,TC2,Decision Point 1,Freeman DP - Lawrenceville 115 kV,Dominion,75.00,Solar,VA,Brunswick,"SR Brunswick, LLC"
AH1-687,PJM,2025-04-08,Active,,,TC2,PHASE 2,Bear Garden 230kV,Dominion,51.00,Thermal,VA,Buckingham,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-546,PJM,2021-09-10,Active,,,TC2,PHASE 2,Bremo - Buckingham 230 kV,Dominion,39.00,Solar,VA,Buckingham,Mountain Pine Arvonia LLC
AG1-451,PJM,2020-09-30,Withdrawn,2025-01-22,2022-12-31,TC1,PHASE 2,Curdsville DP-Willis Mt. 115 kV,Dominion,20.00,Storage,VA,Buckingham,"RWE Solar Development, LLC"
AG1-432,PJM,2020-09-30,Withdrawn,2024-06-24,2024-12-31,TC1,PHASE 1,Curdsville DP-Willis Mt. 115 kV,Dominion,120.00,Solar,VA,Buckingham,"ACE Development Company II, LLC"
AG1-426,PJM,2020-09-30,Withdrawn,2024-08-02,2023-10-31,TC1,PHASE 1,Bremo-Scottsville 138 kV,AEP,17.00,Storage,VA,Buckingham,"Riverstone Solar, LLC"
AE2-292,PJM,2019-03-29,Withdrawn,2024-06-24,2021-04-01,TC1,PHASE 1,Grit DP-Perth 115 kV,Dominion,76.20,Solar,VA,Campbell,"Eno Solar, LLC"
AE2-283,PJM,2019-03-29,Done,,2031-03-01,TC1,FINAL AGREEMENT,Gladys-Stone Mill 69 kV,Dominion,28.00,Solar,VA,Campbell,"Gladys Solar, LLC"
AE2-185,PJM,2019-03-18,Done,,2031-03-01,TC1,FINAL AGREEMENT,Gladys DP-Stonemill Switching Station 69 kV,Dominion,36.00,Solar,VA,Campbell,"Pigeon Run Solar, LLC"
AG2-111,PJM,2021-01-29,Withdrawn,2025-12-02,2027-06-30,TC2,Decision Point 1,Perth 34.5 kV Substation (Circuit 408),Dominion,8.70,Solar,VA,Campbell,"Koala Solar, LLC"
AH1-352,PJM,2021-09-10,Withdrawn,2025-03-28,2023-09-30,TC2,APPLICATION REVIEW,Red Eye 138 kV,AEP,40.00,Storage,VA,Campbell,"Altavista Solar, LLC"
AH1-056,PJM,2021-07-14,Withdrawn,2025-12-02,2030-12-31,TC2,Decision Point 1,Red House D.P. 115kV,Dominion,68.50,Solar,VA,Campbell,"Sugar Solar, LLC"
AH1-098,PJM,2021-07-30,Active,,,TC2,PHASE 2,Wolf Glade-West Carroll 138 kV,AEP,24.00,Hybrid,VA,Carroll,"Pine Branch Solar, LLC"
AG2-603,PJM,2021-03-31,Withdrawn,2025-06-09,2024-10-31,TC2,PHASE 1,Huffman 138 kV,AEP,77.00,Hybrid,VA,Carroll,Issa Solar LLC
AG2-639,PJM,2021-03-31,Withdrawn,2025-07-03,2025-04-01,TC2,PHASE 1,Chickahominy 230 kV,Dominion,20.00,Storage,VA,Charles City,"ACE Development Company II, LLC"
AH1-042,PJM,2021-06-25,Withdrawn,2025-12-02,2029-09-30,TC2,Decision Point 1,Providence Forge-Turner 115kV,Dominion,99.90,Solar,VA,Charles City,"Stony Run Solar Project, LLC"
AG2-646,PJM,2021-03-31,Withdrawn,2025-11-25,2029-06-01,TC2,Decision Point 1,Chesterfield 230 kV,Dominion,200.00,Storage,VA,Chesterfield,Pine Tree Power Management LLC
AH1-106,PJM,2021-08-04,Active,,,TC2,PHASE 2,Winterpock 34.5kV,Dominion,15.60,Solar,VA,Chesterfield,"360 Solar Center, LLC"
AH1-107,PJM,2021-08-04,Active,,,TC2,PHASE 2,Winterpock 34.5kV,Dominion,15.60,Solar,VA,Chesterfield,"360 Solar Center, LLC"
AG2-384,PJM,2021-03-29,Active,,,TC2,PHASE 2,Chesterfield 230 kV,Dominion,24.00,Storage,VA,Chesterfield,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG2-088,PJM,2021-01-26,Active,,,TC2,PHASE 2,Midlothian 230 kV,Dominion,150.00,Storage,VA,Chesterfield,"Hermon Energy Center, LLC"
AF1-128,PJM,2019-09-18,Done,,2029-12-31,TC1,FINAL AGREEMENT,Chesterfield 230 kV,Dominion,569.00,Thermal,VA,Chesterfield,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG1-538,PJM,2020-09-30,Withdrawn,2024-06-24,2024-10-01,TC1,PHASE 1,Remington-Gordonsville 230 kV,Dominion,32.00,Storage,VA,Culpeper,"Longleaf Storage, LLC"
AG2-188,PJM,2021-02-27,Withdrawn,2025-11-13,2028-12-15,TC2,Decision Point 1,Farmville - Buckingham 230 kV,Dominion,89.00,Solar,VA,Cumberland,"Bear Creek Solar, LLC"
AG2-151,PJM,2021-02-23,Active,,,TC2,PHASE 2,Trices Lake - James River Tap 115 kV,Dominion,60.00,Solar,VA,Cumberland,"Cumberland Solar, LLC"
AG2-583,PJM,2021-03-31,Active,,,TC2,PHASE 2,Bremo - Cartersville 230 kV,Dominion,69.00,Solar,VA,Cumberland,"Boston Hill Solar, LLC"
AH1-241,PJM,2021-09-09,Withdrawn,2025-12-03,2027-12-31,TC2,Decision Point 1,Cobbs Creek - James River Industrial 115kV,Dominion,60.00,Solar,VA,Cumberland,"Energix Westmoreland, LLC"
AH1-439,PJM,2021-09-10,Active,,,TC2,PHASE 2,Buckingham- Farmville 230kV,Dominion,51.00,Solar,VA,Cumberland,"ACE Development Company, LLC"
AH1-440,PJM,2021-09-10,Withdrawn,2025-07-03,2026-09-01,TC2,PHASE 1,Buckingham- Farmville 230kV,Dominion,34.00,Storage,VA,Cumberland,"ACE Development Company, LLC"
AH1-072,PJM,2021-07-29,Active,,,TC2,PHASE 2,Red Onion - VC5 69 kV,AEP,12.00,Solar,VA,Dickenson,"Bold Camp CF Solar, LLC"
AH1-073,PJM,2021-07-29,Active,,,TC2,PHASE 2,Red Onion - VC5 69 kV,AEP,12.00,Solar,VA,Dickenson,"Bold Camp CF Solar, LLC"
AG1-449,PJM,2020-09-30,Withdrawn,2025-01-22,2022-12-31,TC1,PHASE 2,Rawlings-Carson 500 kV,Dominion,122.00,Storage,VA,Dinwiddie,"RWE Solar Development, LLC"
AE2-313,PJM,2019-03-29,Withdrawn,2025-01-22,2022-09-15,TC1,PHASE 2,Carson-Rawlings 500 kV,Dominion,188.40,Solar,VA,Dinwiddie,"RWE Solar Development, LLC"
AF1-266,PJM,2019-09-30,Withdrawn,2024-06-24,2022-12-31,TC1,PHASE 1,Clubhouse-Sapony 230 kV,Dominion,74.50,Storage,VA,Dinwiddie,Invenergy Solar Project Development LLC
AG1-393,PJM,2020-09-30,Withdrawn,2025-11-03,2022-03-01,TC1,DP3,Sapony 34.5 kV,Dominion,12.00,Solar,VA,Dinwiddie,DW-Lew Jones LLC
AH1-197,PJM,2021-09-01,Withdrawn,2025-03-14,2021-08-20,TC2,APPLICATION REVIEW,Occoquan 230kV,Dominion,7.10,Thermal,VA,Fairfax,Covanta Energy Marketing LLC
AH1-220,PJM,2021-09-08,Done,,2029-12-31,TC2,Final Agreement,Remington CT 230 kV,Dominion,60.00,Storage,VA,Fauquier,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-086,PJM,2021-07-30,Withdrawn,2025-11-26,2029-12-01,TC2,Decision Point 1,Morrisville 230kV,Dominion,90.00,Storage,VA,Fauquier,"Summersweet Energy Center, LLC"
AH1-087,PJM,2021-07-30,Withdrawn,2025-11-26,2029-12-01,TC2,Decision Point 1,Morrisville 230kV,Dominion,20.00,Storage,VA,Fauquier,"Summersweet Energy Center, LLC"
AH1-088,PJM,2021-07-30,Withdrawn,2025-11-26,2029-12-01,TC2,Decision Point 1,Morrisville 230kV,Dominion,20.00,Storage,VA,Fauquier,"Summersweet Energy Center, LLC"
AH1-089,PJM,2021-07-30,Withdrawn,2025-11-26,2029-12-01,TC2,Decision Point 1,Morrisville 230kV,Dominion,20.00,Storage,VA,Fauquier,"Summersweet Energy Center, LLC"
AH1-345,PJM,2021-09-10,Active,,2026-12-01,TC2,PHASE 2,Remington 324 34.5 kV,Dominion,8.40,Solar,VA,Fauquier,"Bealeton Solar, LLC"
AH1-684,PJM,2025-04-08,Active,,2028-04-15,TC2,PHASE 2,Remington CT 230 kV,Dominion,23.00,Thermal,VA,Fauquier,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-685,PJM,2025-04-08,Active,,2028-05-31,TC2,PHASE 2,Remington CT 230 kV,Dominion,26.00,Thermal,VA,Fauquier,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-693,PJM,2025-04-08,Active,,2029-04-15,TC2,PHASE 2,Remington CT 230 kV,Dominion,20.00,Thermal,VA,Fauquier,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-681,PJM,2025-06-03,Active,,,TC2,PHASE 2,Cunningham 500 kV,Dominion,27.30,Thermal,VA,Fluvanna,"Tenaska Virginia Partners, L.P."
AH1-217,PJM,2021-09-09,Withdrawn,2025-12-02,2028-11-30,TC2,Decision Point 1,Kidds Store - Fork Union 115 kV II,Dominion,34.20,Solar,VA,Fluvanna,Mountain Pine Kidds Store LLC
AH1-712,PJM,2025-04-06,Active,,,TC2,PHASE 2,Cunningham 500 kV,Dominion,611.00,Thermal,VA,Fluvanna,"Tenaska Power Generation, LLC"
AH1-723,PJM,2025-04-06,Active,,,TC2,PHASE 2,Cunningham 500 kV,Dominion,712.00,Thermal,VA,Fluvanna,"Tenaska Power Generation, LLC"
AG1-284,PJM,2020-09-28,Withdrawn,2024-06-24,2023-09-30,TC1,PHASE 1,Fork Union 115 kV,Dominion,42.00,Solar,VA,Fluvanna,"Weber Solar, LLC"
AF1-293,PJM,2019-09-30,Withdrawn,2024-06-24,2022-06-30,TC1,PHASE 1,Kidds Store-Fort Union 115 kV,Dominion,108.37,Hybrid,VA,Fluvanna,"Kidds Store, LLC"
AF2-397,PJM,2020-04-01,Withdrawn,2024-06-24,2023-12-15,TC1,PHASE 1,Fork Union-Mt. Eagle 230 kV,Dominion,78.00,Hybrid,VA,Fluvanna,"Kidds Store II, LLC"
AF2-403,PJM,2020-03-31,Withdrawn,2025-01-22,2022-12-15,TC1,PHASE 1,Shockoe DP-Chatham 69 kV,Dominion,8.00,Storage,VA,Fluvanna,"Zenith Solar, LLC"
AH1-164,PJM,2021-08-31,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Oak Level - Tank Hill 138 kV,AEP,21.00,Solar,VA,Franklin,"Robin Ridge Solar, LLC"
AG2-182,PJM,2021-02-26,Active,,,TC2,PHASE 2,Doubs-Bismark 500 kV,Dominion,133.33,Solar,VA,Frederick,"ACE Development Company, LLC"
AG2-288,PJM,2021-03-22,Active,,,TC2,PHASE 2,Stonewall 138 kV,APS,150.00,Storage,VA,Frederick,Rockline Reliability Center LLC
AG2-300,PJM,2021-03-23,Active,,,TC2,PHASE 2,Meadow Brook 138 kV,APS,70.00,Storage,VA,Frederick,"Meadow Brook Storage, LLC"
AH1-144,PJM,2021-08-26,Active,,,TC2,PHASE 2,Peter's Mountain 138 kV,AEP,29.40,Solar,VA,Giles,Aries Solar Project LLC
AH1-145,PJM,2021-08-26,Active,,,TC2,PHASE 2,Peter's Mountain 138 kV,AEP,80.00,Storage,VA,Giles,Aries Solar Project LLC
AH1-355,PJM,2021-09-10,Withdrawn,2025-03-25,2024-09-10,TC2,PHASE 1,Owl Trap Switching Station 115kV,Dominion,40.00,Storage,VA,Gloucester,Carvers Creek LLC
AF1-201,PJM,2019-09-24,Withdrawn,2024-06-24,2021-12-31,TC1,PHASE 1,Hayes-White Marsh 115 kV,Dominion,90.00,Hybrid,VA,Gloucester,"TGE Virginia 195, LLC"
AH1-170,PJM,2021-08-27,Active,,,TC2,PHASE 2,Columbia DP 115kV,Dominion,12.00,Solar,VA,Goochland,"Horsepen Creek Solar, LLC"
AH1-737,PJM,,Withdrawn,2025-04-18,2029-04-21,TC2,RRI APPLICATION REVIEW,,Dominion,200.00,Storage,VA,Goochland,"Melrose Energy Center, LLC"
AH1-677,PJM,2025-04-07,Active,,,TC2,PHASE 2,Rogers Road 500 kV,Dominion,67.00,Thermal,VA,Greensville,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AE2-250,PJM,2019-03-26,Withdrawn,2025-01-22,2021-09-30,TC1,PHASE 2,Purdy Sw.-Reams 115 kV,Dominion,54.00,Solar,VA,Greensville,"Wyatt Mill Solar, LLC"
AF2-299,PJM,2020-03-30,Done,,2029-01-31,TC1,FINAL AGREEMENT,Fields 34.5 kV,Dominion,10.80,Solar,VA,Greensville,"Jarratt Energy Facility, LLC"
AG1-160,PJM,2020-09-11,Withdrawn,2024-06-24,2023-12-01,TC1,PHASE 1,Rogers Road 500 kV,Dominion,30.00,Storage,VA,Greensville,Virginia Electric and Power Company
AG1-075,PJM,2020-07-31,Withdrawn,2025-01-22,2024-10-15,TC1,PHASE 1,Purdy-Sapony 115 kV,Dominion,93.20,Solar,VA,Greensville,"Jarratt Solar, LLC"
AG2-369,PJM,2021-03-26,Active,,,TC2,PHASE 2,Heritage - Wake 500 kV,Dominion,51.60,Solar,VA,Greensville,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG2-541,PJM,2021-03-31,Withdrawn,2025-12-02,2027-11-30,TC2,Decision Point 1,Perth - Crystal Hill 115 kV,Dominion,39.00,Hybrid,VA,Halifax,Slick Rock Solar LLC
AG2-260,PJM,2021-03-18,Withdrawn,2025-03-31,2025-12-01,TC2,APPLICATION REVIEW,Crystal Hill - Perth 115 kV,Dominion,89.40,Solar,VA,Halifax,Virginia Electric and Power Company
AG2-262,PJM,2021-03-18,Active,,,TC2,PHASE 2,Dryburg 115 kV,Dominion,6.60,Solar,VA,Halifax,Staunton Solar LLC
AG2-270,PJM,2021-03-19,Active,,,TC2,PHASE 2,Clover 230 kV,Dominion,105.00,Storage,VA,Halifax,"Clover Storage, LLC"
AG2-112,PJM,2021-01-29,Withdrawn,2025-12-02,2027-11-30,TC2,Decision Point 1,Perth 34.5 kV Substation (Circuit 404),Dominion,9.12,Solar,VA,Halifax,"Kangaroo Solar, LLC"
AG1-105,PJM,2020-08-27,Done,,2030-05-28,TC1,FINAL AGREEMENT,Mount Laurel-Barnes Junction 115 kV,Dominion,54.00,Solar,VA,Halifax,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG1-342,PJM,2020-09-30,Done,,2030-05-31,TC1,FINAL AGREEMENT,Dryburg 115 kV,Dominion,21.60,Solar,VA,Halifax,Staunton Solar LLC
AF2-297,PJM,2020-03-28,Withdrawn,2025-11-03,2022-03-12,TC1,PHASE 3,Sedge Hill 115 kV,Dominion,48.00,Solar,VA,Halifax,"Sedge Hill Solar, LLC"
AF2-042,PJM,2019-12-09,Done,,2032-12-31,TC1,FINAL AGREEMENT,Clover-Rawlings 500 kV,Dominion,300.00,Solar,VA,Halifax,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AH1-343,PJM,2021-09-10,Active,,,TC2,PHASE 2,Crystal Hill DP- Perth 115kV,Dominion,41.40,Solar,VA,Halifax,"Boxwood Solar, LLC"
AH1-092,PJM,2021-07-30,Withdrawn,2025-05-07,2025-06-01,TC2,PHASE 1,SedgeHill - Person 230 kV,Dominion,54.00,Hybrid,VA,Halifax,"Scarlet Oak Solar, LLC"
AH1-679,PJM,2025-04-11,Active,,2026-05-31,TC2,PHASE 2,Four Rivers 230 kV,Dominion,20.00,Thermal,VA,Hanover,Doswell Limited Partnership
AH1-558,PJM,2021-09-10,Withdrawn,2025-06-26,2025-06-01,TC2,PHASE 1,Four Rivers 230kV,Dominion,250.00,Storage,VA,Hanover,Doswell Limited Partnership
AF2-035,PJM,2019-11-27,Withdrawn,2025-11-03,2023-10-27,TC1,PHASE 3,St. Johns 115 kV,Dominion,48.00,Solar,VA,Hanover,"Anna River Solar, LLC"
AG2-193,PJM,2021-02-27,Active,,,TC2,PHASE 2,Turner 34.5 kV,Dominion,12.00,Solar,VA,Henrico,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG1-531,PJM,2020-09-30,Withdrawn,2024-06-24,2023-12-12,TC1,PHASE 1,Poolesville-Winchester 230 kV,Dominion,32.40,Solar,VA,Isle of Wight,"TCE Virginia Development, LLC"
AH1-216,PJM,2021-09-08,Active,,,TC2,PHASE 2,Smithfield-Surry 230 kV,Dominion,79.20,Hybrid,VA,Isle of Wight,"Boykin Solar Center, LLC"
AH1-185,PJM,2021-08-31,Withdrawn,2025-02-25,2022-12-31,TC2,APPLICATION REVIEW,Benn's Church - Smithfield 34.5 kV,Dominion,12.00,Solar,VA,Isle of Wight,"Prairie Solar, LLC"
AH1-716,PJM,2025-04-10,Active,,,TC2,PHASE 2,Surry-Skiffes Creek 500kV,Dominion,650.00,Storage,VA,James City,"Cardinal Energy Storage East, LLC"
AH1-726,PJM,,Withdrawn,2025-07-03,2029-06-11,TC2,PHASE 1,Surry-Skiffes Creek 500kV,Dominion,600.00,Storage,VA,James City,"Cardinal Energy Storage East, LLC"
AG2-124,PJM,2021-01-29,Active,,,TC2,PHASE 2,Shackleford-Harmony 115 kV,Dominion,33.34,Solar,VA,King and Queen,Virginia Electric and Power Company (d/b/a Dominion Energy Virginia)
AG2-607,PJM,2021-03-31,Withdrawn,2025-07-03,2023-11-01,TC2,PHASE 1,St. Johns - Dunbrook 34.5 kV,Dominion,12.74,Solar,VA,King and Queen,"Cauthornville PV I, LLC"
AG1-019,PJM,2020-05-20,Withdrawn,2024-06-24,2023-10-31,TC1,PHASE 1,Arnold's Corner-Dahlgren 230 kV,Dominion,100.00,Storage,VA,King George,"Harwood Power, LLC"
AG1-134,PJM,2020-09-02,Withdrawn,2024-06-24,2024-12-01,TC1,PHASE 1,Kings Dominion DP 115 kV,Dominion,60.00,Solar,VA,King William,Virginia Electric and Power Company
