Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type,State,County,Developer
AG2-402,PJM,2021-03-30,Withdrawn,2025-11-11,2029-05-01,TC2,Decision Point 1,Allen 345 kV,AEP,20.00,Storage,IN,Allen,EDPR Northeast Allen Energy Storage II LLC
AG2-408,PJM,2021-03-30,Withdrawn,2025-11-11,2028-05-01,TC2,Decision Point 1,Allen 345 kV,AEP,18.00,Solar,IN,Allen,EDPR Northeast Allen Solar Park LLC
AH1-549,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Allen - RP Mone 345 kV,AEP,108.00,Solar,IN,Allen,"Leeward Renewable Energy Development, LLC"
AH1-768,PJM,,Withdrawn,2025-05-02,2029-05-29,TC2,RRI APPLICATION REVIEW,,AEP,110.00,Storage,IN,Blackford,"RWE Solar Development, LLC"
AG1-433,PJM,2020-09-30,Done,,2029-05-31,TC1,FINAL AGREEMENT,Keystone-DeSoto 345 kV,AEP,17.60,Wind,IN,Blackford,"Prairie Creek Wind Farm II, LLC"
AG1-375,PJM,2020-09-30,Withdrawn,2025-11-03,2024-10-31,TC1,PHASE 3,Sorenson-Desoto 345 kV,AEP,60.00,Solar,IN,Blackford,Blackford County Wind Farm LLC d/b/a Blackford County Solar Park LLC
AF2-068,PJM,2020-01-30,Done,,2030-03-31,TC1,FINAL AGREEMENT,Jay 138 kV,AEP,90.00,Solar,IN,Blackford,"Leeward Renewable Energy Development, LLC"
AF2-177,PJM,2020-03-20,Done,,2030-09-17,TC1,FINAL AGREEMENT,Sorenson-DeSoto #2 345 kV,AEP,26.00,Wind,IN,Blackford,Teays River Wind Farm LLC f/k/a Blackford County Wind Farm LLC
AF2-388,PJM,2020-03-31,Done,,2029-05-31,TC1,FINAL AGREEMENT,Keystone-Desoto 345 kV ,"AEP,OVEC",35.20,Wind,IN,Blackford,"Prairie Creek Wind, LLC"
AG2-331,PJM,2021-03-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,156.00,Storage,IN,Decatur,Cobia Solar LLC
AG2-164,PJM,2021-02-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,35.10,Solar,IN,Decatur,Cobia Solar LLC
AG2-219,PJM,2021-03-09,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,42.90,Solar,IN,Decatur,Cobia Solar LLC
AG2-085,PJM,2021-01-22,Withdrawn,2025-12-02,2027-12-31,TC2,Decision Point 1,Delaware-Royerton 138 kV,AEP,24.00,Solar,IN,Delaware,"Royerton Solar, LLC"
AG2-519,PJM,2021-03-31,Active,,,TC2,PHASE 2,Royerton - Desoto 138 kV,AEP,66.50,Hybrid,IN,Delaware,"Muncie Solar 1, LLC"
AF2-370,PJM,2020-03-31,Withdrawn,2025-11-04,2023-12-31,TC1,PHASE 3,Delaware-Royerton 138 kV,AEP,20.00,Storage,IN,Delaware,"Royerton Solar, LLC"
AF2-335,PJM,2020-03-31,Withdrawn,2025-11-04,2023-12-31,TC1,PHASE 3,Delaware-Royerton 138 kV,AEP,60.00,Solar,IN,Delaware,"Royerton Solar, LLC"
AF2-173,PJM,2020-03-19,Withdrawn,2025-11-03,2023-10-31,TC1,PHASE 3,Desoto 345 kV,AEP,84.00,Solar,IN,Delaware,Headwaters Wind Farm III LLC d/b/a Esker Solar Park LLC and Esker Solar Park II LLC
AG1-367,PJM,2020-09-30,Withdrawn,2025-11-03,2024-10-31,TC1,PHASE 3,DeSoto 345 kV,AEP,60.00,Solar,IN,Delaware,Headwaters Wind Farm III LLC d/b/a Esker Solar Park LLC and Esker Solar Park II LLC
AH1-742,PJM,,Withdrawn,2025-05-02,2029-10-30,TC2,RRI APPLICATION REVIEW,Delaware-Royerton 138 kV,AEP,20.00,Storage,IN,Delaware,"Royerton Solar, LLC"
AH1-307,PJM,2021-09-11,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Delaware-Van Buren 138 kV,AEP,50.00,Storage,IN,Delaware,Invenergy Storage Development LLC
AH1-304,PJM,2021-09-11,Active,,,TC2,PHASE 2,Delaware-Van Buren 138 kV,AEP,9.80,Solar,IN,Delaware,Meadow Forge Solar Energy LLC
AG2-332,PJM,2021-03-25,Active,,,TC2,PHASE 2,East Elkhart - Elcona Tap 138 kV,AEP,100.00,Storage,IN,Elkhart,Amberjack Solar LLC
AG1-224,PJM,2020-09-24,Withdrawn,2024-06-21,2023-12-01,TC1,PHASE 1,Pendleton-Tanners Creek 138 kV,AEP,126.00,Solar,IN,Fayette,"RUSH SOLAR PROJECT II, LLC"
AG1-226,PJM,2020-09-24,Done,,2029-03-31,TC1,FINAL AGREEMENT,Dequine-Eugene 345 kV,AEP,142.00,Solar,IN,Fountain,Dolphin Solar LLC
AG2-163,PJM,2021-02-25,Active,,,TC2,PHASE 2,Dequine-Eugene 345 kV,AEP,35.00,Solar,IN,Fountain,Dolphin Solar LLC
AG2-345,PJM,2021-03-26,Active,,,TC2,PHASE 2,Eugene - Dequine 345 kV,AEP,39.00,Storage,IN,Fountain,Dolphin Solar LLC
AG2-343,PJM,2021-03-26,Active,,,TC2,PHASE 2,Eugene - Dequine 345 kV,AEP,78.00,Storage,IN,Fountain,Dolphin Solar LLC
AG2-454,PJM,2021-03-30,Withdrawn,2025-04-06,2024-03-31,TC2,PHASE 1,Dequine - Eugene 345 kV,AEP,210.00,Solar,IN,Fountain,"ALGONQUIN POWER (FOUNTAIN COUNTY SOLAR), LLC"
AG2-455,PJM,2021-03-30,Withdrawn,2025-04-06,2024-03-31,TC2,PHASE 1,Dequine - Sullivan 345 kV,AEP,196.00,Solar,IN,Fountain,"ALGONQUIN POWER (FOUNTAIN COUNTY SOLAR), LLC"
AF1-221,PJM,2019-09-27,Withdrawn,2025-01-22,2022-06-01,TC1,PHASE 2,College Corner-Drewersburg 138 kV,AEP,25.20,Solar,IN,Franklin,Yellow Perch Solar LLC
AG2-191,PJM,2021-02-27,Active,,,TC2,PHASE 2,Mississinewa 138 kV,AEP,18.00,Hybrid,IN,Grant,BR Solar Sheriff 2 LLC
AG2-192,PJM,2021-02-27,Active,,,TC2,PHASE 2,Mississinewa 138 kV,AEP,11.40,Hybrid,IN,Grant,BR Solar Sheriff 2 LLC
AH1-306,PJM,2021-09-11,Active,,,TC2,PHASE 2,Mississinewa-Gaston 138 kV,AEP,28.80,Solar,IN,Grant,Golden Aster Solar Energy LLC
AG2-487,PJM,2021-03-31,Active,,,TC2,PHASE 2,Madison - Tanners Creek 138 kV,AEP,10.60,Solar,IN,Henry,"Bellflower Solar 1, LLC"
AG2-084,PJM,2021-01-22,Withdrawn,2025-04-03,2023-12-31,TC2,APPLICATION REVIEW,Greentown 138 kV,AEP,40.00,Storage,IN,Howard,"Locomotive Solar, LLC"
AH1-291,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Rock Creek-Hummel Creek 138 kV,AEP,111.00,Solar,IN,Huntington,Invenergy Solar Project Development LLC
AH1-041,PJM,2021-06-23,Withdrawn,2025-07-03,2025-07-01,TC2,PHASE 1,Pennville 138 kV,AEP,75.00,Solar,IN,Jay,"ACE Development Company, LLC"
AH1-308,PJM,2021-09-10,Withdrawn,2025-12-03,2030-12-31,TC2,Decision Point 1,Pennville - Adams 138 kV,AEP,50.00,Storage,IN,Jay,Skycrest Solar Energy LLC
AG1-447,PJM,2020-09-30,Done,,2027-12-01,TC1,FINAL AGREEMENT,Olive-University Park 345 kV,AEP,55.00,Storage,IN,LaPorte,"RWE Solar Development, LLC"
AG1-436,PJM,2020-09-30,Done,,2027-12-01,TC1,FINAL AGREEMENT,Olive-University Park 345 kV,AEP,75.00,Solar,IN,LaPorte,"RWE Solar Development, LLC"
AF2-407,PJM,2020-03-31,Withdrawn,2026-01-15,2022-06-01,TC1,FINAL AGREEMENT,Fall Creek 345 kV,AEP,300.00,Storage,IN,Madison,Liberty Madison Storage LLC
AG2-165,PJM,2021-02-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont-Greentown 765 kV,AEP,26.00,Solar,IN,Marshall,Wahoo Solar LLC
AG2-212,PJM,2021-03-08,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont-Greentown 765 kV,AEP,26.00,Solar,IN,Marshall,Wahoo Solar LLC
AG2-330,PJM,2021-03-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont - Greentown 765 kV,AEP,156.00,Storage,IN,Marshall,Wahoo Solar LLC
AG2-328,PJM,2021-03-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Dumont - Greentown 765 kV,AEP,26.00,Solar,IN,Marshall,Wahoo Solar LLC
AG2-029,PJM,2020-10-23,Active,,,TC2,PHASE 2,Forest G. Hipple-Dunton Lake 345 kV,AEP,32.50,Solar,IN,Noble,Southern Pike Solar LLC
AG1-453,PJM,2020-09-30,Withdrawn,2024-06-21,2023-12-31,TC1,PHASE 1,Guardian 138 kV,AEP,84.00,Solar,IN,Noble,"RWE Solar Development, LLC"
AG1-454,PJM,2020-09-30,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 1,Guardian 138 kV,AEP,50.00,Storage,IN,Noble,"RWE Solar Development, LLC"
AH1-482,PJM,2021-09-10,Active,,,TC2,PHASE 2,Olive - Reynolds #2 345 kV,AEP,78.00,Storage,IN,Pulaski,"Lightsource Renewable Energy Development, LLC"
AH1-305,PJM,2021-09-10,Active,,,TC2,PHASE 2,Olive - Reynolds 345 kV,AEP,35.72,Solar,IN,Pulaski,Bottlebrush Solar Energy LLC
AH1-302,PJM,2021-09-10,Active,,,TC2,PHASE 2,Olive - Reynolds 345 kV,AEP,75.00,Storage,IN,Pulaski,Bottlebrush Solar Energy LLC
AH1-709,PJM,,Withdrawn,2025-05-02,2028-05-31,TC2,RRI APPLICATION REVIEW,Olive-Reynolds #2 345 kV,AEP,80.00,Storage,IN,Pulaski,"Moss Creek Solar, LLC"
AG2-637,PJM,2021-03-31,Active,,,TC2,PHASE 2,Randolph - Hodgin 138 kV,AEP,90.00,Solar,IN,Randolph,"ACE Development Company, LLC"
AH1-432,PJM,2021-09-10,Withdrawn,2025-07-03,2025-04-01,TC2,PHASE 1,Randolph - Hodgin 138 kV,AEP,60.00,Storage,IN,Randolph,"ACE Development Company, LLC"
AH1-337,PJM,2021-09-10,Withdrawn,2025-11-13,2028-12-15,TC2,Decision Point 1,Randolph - Hodgin 138 kV,AEP,39.00,Solar,IN,Randolph,"Summit Solar, LLC"
AG2-401,PJM,2021-03-30,Active,,,TC2,PHASE 2,Losantville 345 kV,AEP,44.00,Solar,IN,Randolph,Riverstart Solar Park LLC
AG2-550,PJM,2021-03-31,Active,,,TC2,PHASE 2,Bluff Point - Randolph 138 kV,AEP,60.00,Solar,IN,Randolph,Riverstart Solar Park VI LLC
AG2-551,PJM,2021-03-31,Active,,,TC2,PHASE 2,Bluff Point - Randolph 138 kV,AEP,20.00,Storage,IN,Randolph,Riverstart Solar Park VI LLC
AG2-449,PJM,2021-03-30,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,15.00,Solar,IN,Rush,Salmon Solar LLC
AG2-162,PJM,2021-02-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,15.00,Solar,IN,Rush,Salmon Solar LLC
AG1-297,PJM,2020-09-29,Withdrawn,2025-11-03,2023-12-31,TC1,PHASE 3,Hanna-Tanners Creek 345 kV,AEP,75.00,Storage,IN,Shelby,Hecate Energy Blue River LLC
AE2-130,PJM,2019-02-28,Withdrawn,2024-06-21,2022-12-01,TC1,PHASE 1,Rockport 765 kV,AEP,480.00,Hybrid,IN,Spencer,Sand Ridge Solar Project LLC
AG2-072,PJM,2021-01-06,Active,,,TC2,PHASE 2,Rockport 765 kV,AEP,700.00,Thermal,IN,Spencer,Bluegrass Power LLC
AG2-230,PJM,2021-03-12,Active,,,TC2,PHASE 2,Dumont 345 kV,AEP,90.00,Solar,IN,St. Joseph,"Dumont Solar, LLC"
AH1-391,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-15,TC2,Decision Point 1,Olive 138 kV,AEP,67.00,Solar,IN,St. Joseph,ibV Energy Partners LLC
AH1-392,PJM,2021-09-10,Active,,,TC2,PHASE 2,Gravel Pit-Kankakee 138 kV,AEP,60.00,Solar,IN,St. Joseph,ibV Energy Partners LLC
AH1-152,PJM,2021-08-27,Withdrawn,2025-07-04,2025-12-31,TC2,PHASE 1,Dumont 345 kV,AEP,30.00,Storage,IN,St. Joseph,"Dumont Solar, LLC"
AH1-153,PJM,2021-08-27,Active,,,TC2,PHASE 2,Dumont 345 kV,AEP,30.00,Solar,IN,St. Joseph,"Dumont Solar, LLC"
AH1-154,PJM,2021-08-27,Withdrawn,2025-07-04,2025-12-31,TC2,PHASE 1,Dumont 345 kV,AEP,30.00,Storage,IN,St. Joseph,"Dumont Solar, LLC"
AG2-245,PJM,2021-03-16,Active,,,TC2,PHASE 2,Olive - Reynolds #1 345 kV,AEP,126.00,Solar,IN,Starke,"Starke Central Project, LLC"
AG1-522,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar,IN,Sullivan,"PJM Solar Devco I, LLC"
AG1-523,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar,IN,Sullivan,"PJM Solar Devco I, LLC"
AG1-524,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar,IN,Sullivan,"PJM Solar Devco I, LLC"
AG1-525,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar,IN,Sullivan,"PJM Solar Devco I, LLC"
AF1-088,PJM,2019-08-30,Withdrawn,2025-11-03,2025-12-31,TC1,PHASE 3,Sullivan 345 kV,AEP,1000.00,Unknown,IN,Sullivan,Grain Belt Express LLC
AF2-008,PJM,2019-10-03,Withdrawn,2025-11-03,2025-12-31,TC1,PHASE 3,Sullivan 345 kV,AEP,500.00,Unknown,IN,Sullivan,Grain Belt Express LLC
AH1-292,PJM,2021-09-10,Active,,,TC2,PHASE 2,Sullivan 345 kV,AEP,44.00,Solar,IN,Sullivan,Trade Post Solar LLC
AG2-690,PJM,2021-03-31,Withdrawn,2025-01-29,2024-06-01,TC2,APPLICATION REVIEW,Sullivan - Rockport 765 kV,AEP,120.00,Storage,IN,Sullivan,"Solar Prairie Holdco, LLC"
AH1-084,PJM,2021-07-30,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Sullivan 345 kV,AEP,500.00,Unknown,IN,Sullivan,Grain Belt Express LLC
AH1-745,PJM,,Withdrawn,2025-05-02,2031-05-30,TC2,RRI APPLICATION REVIEW,Eugene-Sullivan 345 kV,AEP,707.00,Thermal,IN,Vermillion,"Tenaska Power Generation, LLC"
AH1-740,PJM,,Withdrawn,2025-05-02,2031-05-30,TC2,RRI APPLICATION REVIEW,Sullivan-Dequine 345 kV,AEP,707.00,Thermal,IN,Vermillion,"Tenaska Power Generation, LLC"
AF1-204,PJM,2019-09-25,Done,,2029-03-31,TC1,FINAL AGREEMENT,Eugene 345 kV,AEP,63.75,Wind,IN,Vermillion,"Vermilion Grove Wind, LLC"
AG2-126,PJM,2021-01-29,Active,,,TC2,PHASE 2,Eugene 345 kV,AEP,90.00,Hybrid,IN,Vermillion,"TGE Illinois 211, LLC"
AG1-471,PJM,2020-09-30,Done,,2029-01-15,TC1,FINAL AGREEMENT,Up Church-Wayne County 69 kV,EKPC,32.40,Solar,KY,,"Barrelhead Solar, LLC"
AG2-116,PJM,2021-01-29,Withdrawn,2025-07-03,2023-10-31,TC2,PHASE 1,Olive-Reynolds 345 #1 345 kV,AEP,60.00,Hybrid,IN,White,"Honey Creek Energy, LLC"
AG2-014,PJM,2020-10-19,Active,,,TC2,PHASE 2,Meadow Lake 345 kV,AEP,20.00,Storage,IN,White,Black Prairie Storage LLC
AG2-491,PJM,2021-03-31,Active,,,TC2,PHASE 2,Meadow Lake 345 kV,AEP,60.00,Solar,IN,White,Black Prairie Solar Park II LLC
AG2-492,PJM,2021-03-31,Active,,,TC2,PHASE 2,Meadow Lake 345 kV,AEP,20.00,Storage,IN,White,Black Prairie Storage II LLC
AH1-298,PJM,2021-09-14,Withdrawn,2025-12-03,2030-12-31,TC2,Decision Point 1,Meridian 345 kV,AEP,75.00,Storage,IN,Whitley,Invenergy Storage Development LLC
AH1-239,PJM,2021-09-09,Active,,,TC2,PHASE 2,Upchurch - Zula 69 kV,EKPC,48.00,Solar,KY,Boone,"Clinton Solar, LLC"
AH1-428,PJM,2021-09-10,Withdrawn,2025-07-03,2026-09-01,TC2,PHASE 1,Tommy Gooch - Garrard County 69 kV,EKPC,40.00,Storage,KY,Boone,"ACE Development Company, LLC"
AH1-466,PJM,2021-09-10,Withdrawn,2025-02-25,2024-12-31,TC2,APPLICATION REVIEW,Baker - Broadford 765 kV,AEP,360.00,Solar,KY,Boone,"Stambaugh Solar, LLC"
AH1-467,PJM,2021-09-10,Withdrawn,2025-02-25,2024-12-31,TC2,APPLICATION REVIEW,Baker - Broadford 765 kV,AEP,120.00,Storage,KY,Boone,"Stambaugh Storage, LLC"
AG2-159,PJM,2021-02-25,Withdrawn,2025-12-03,2027-11-19,TC2,Decision Point 1,Williamstown 69 kV,EKPC,57.60,Hybrid,KY,Grant,"Round Trip, LLC"
AG2-615,PJM,2021-03-31,Withdrawn,2025-12-02,2028-12-31,TC2,Decision Point 1,Carlos Junction-Garrett 138 kV,APS,62.60,Solar,MD,Allegany,"Squirrel Run Solar, L.L.C."
AG2-617,PJM,2021-03-31,Active,,,TC2,PHASE 2,Waugh Chapel 115 kV,BGE,33.00,Solar,MD,Anne Arundel,"Dairy Farm Solar, L.L.C."
AH1-261,PJM,2021-09-10,Active,,,TC2,PHASE 2,Northeast - Riverside 230 kV,BGE,135.00,Storage,MD,Baltimore County,Pulaski Energy Storage LLC
AH1-736,PJM,,Withdrawn,2025-05-02,2028-08-01,TC2,RRI APPLICATION REVIEW,,BGE,300.00,Storage,MD,Baltimore County,Carroll Island BESS I LLC
AG2-618,PJM,2021-03-31,Active,,,TC2,PHASE 2,Morgantown Unit 1 and 2,PEPCO,71.50,Solar,MD,Charles,"DESRI Tidewater Development, L.L.C."
AG2-092,PJM,2021-01-26,Withdrawn,2025-07-07,2021-12-31,TC2,PHASE 1,Todd 69 kV,DPL,11.00,Solar,MD,Dorchester,Richfield Solar Energy LLC
AG1-450,PJM,2020-09-30,Withdrawn,2025-11-03,2022-12-31,TC1,PHASE 3,Airey-Vienna 69 kV II,DPL,25.00,Storage,MD,Dorchester,"RWE Solar Development, LLC"
AF2-358,PJM,2020-03-31,Withdrawn,2025-11-03,2023-12-15,TC1,PHASE 3,Airey-Vienna 69 kV,DPL,60.00,Solar,MD,Dorchester,"RWE Solar Development, LLC"
AH1-739,PJM,,Withdrawn,2025-05-02,2028-12-31,TC2,RRI APPLICATION REVIEW,,DPL,20.00,Storage,MD,Dorchester,Richfield Solar Energy LLC
AH1-283,PJM,2021-09-09,Active,,,TC2,PHASE 2,Mount Storm-Pruntytown 500kV,APS,120.00,Solar,MD,Garrett,"CPV Wilson Solar, LLC"
AG2-505,PJM,2021-03-31,Withdrawn,2025-12-01,2026-06-15,TC2,Decision Point 1,Westvaco - Mt Zion 138 kV,APS,14.00,Hydro,MD,Garrett,"Fairlawn Hydroelectric Company, LLC"
AG2-587,PJM,2021-03-31,Withdrawn,2025-07-07,2024-06-01,TC2,PHASE 1,Graceton 230 kV,BGE,20.00,Hybrid,MD,Harford,"Old Line Energy, LLC"
AH1-725,PJM,2025-04-09,Active,,,TC2,PHASE 2,Conastone 500 kV,BGE,500.00,Storage,MD,Harford,"Cardinal Energy Storage East, LLC"
AH1-759,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,APS,600.00,Storage,MD,Montgomery,"Cardinal Energy Storage East, LLC"
AG1-483,PJM,2020-10-01,Done,,2030-02-01,TC1,FINAL AGREEMENT,Dickerson 230 kV,PEPCO,500.00,Storage,MD,Montgomery,"Fourth Quarter BESS, LLC"
AH1-738,PJM,,Withdrawn,2025-05-02,2029-05-31,TC2,RRI APPLICATION REVIEW,Burches Hill - Chalk Point 500 kV,PEPCO,200.00,Storage,MD,Prince George's,"Lighthouse Keys, LLC"
AH1-744,PJM,2025-04-11,Active,,2027-11-22,TC2,PHASE 2,Cheltenham 500 kV,PEPCO,48.28,Thermal,MD,Prince George's,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC"
AH1-552,PJM,2021-09-10,Active,,,TC2,PHASE 2,Chalk Point 230 kV,PEPCO,670.20,Hybrid,MD,Prince George's,Chalk Point Reliability Storage LLC
AH1-536,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-01,TC2,Decision Point 1,Church-Oil City 138kV,DPL,8.50,Hybrid,MD,Queen Anne's,"Old Line Energy, LLC"
AG2-380,PJM,2021-03-29,Active,,,TC2,PHASE 2,Carville 138 kV IV,DPL,20.00,Storage,MD,Queen Anne's,"Concho Solar I, LLC"
AG2-281,PJM,2021-03-22,Withdrawn,2025-11-24,2027-11-01,TC2,Decision Point 1,Church 138 kV,DPL,50.00,Storage,MD,Queen Anne's,Church Storage LLC
AH1-356,PJM,2021-09-10,Withdrawn,2025-03-14,2023-09-30,TC2,PHASE 1,Kings Creek 138kV ,DPL,30.00,Storage,MD,Somerset,"Great Bay Solar II, LLC"
AG2-379,PJM,2021-03-29,Withdrawn,2025-07-07,2023-09-15,TC2,PHASE 1,Easton - Steele 138 kV III,DPL,20.00,Storage,MD,Talbot,"Crockett Solar I, LLC"
AG2-279,PJM,2021-03-22,Withdrawn,2025-11-24,2028-12-01,TC2,Decision Point 1,Hagerstown-Conservit 34.5 kV,APS,12.90,Solar,MD,Washington,"Franklin Energy, LLC"
AH1-380,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Mt Olive - Kenny 69kV,DPL,12.00,Solar,MD,Worcester,"Forest Lane Solar, LLC"
AH1-309,PJM,2021-09-11,Withdrawn,2025-12-03,2028-12-31,TC2,Decision Point 1,Kenzie Creek-Colby 138 kV,AEP,27.00,Solar,MI,Cass,Wingstem Solar Energy LLC
AF2-396,PJM,2020-03-31,Done,,2029-06-01,TC1,FINAL AGREEMENT,Stinger 138 kV,AEP,200.00,Hybrid,MI,Cass,"Steelhead Solar, LLC"
AF1-176,PJM,2019-09-25,Done,,2029-12-31,TC1,FINAL AGREEMENT,Corey 138 kV,AEP,155.68,Hybrid,MI,St. Joseph,Three Lakes Solar LLC
AF1-161,PJM,2019-09-20,Done,,2029-04-30,TC1,FINAL AGREEMENT,Valley 138 kV,AEP,25.00,Storage,MI,Van Buren,Decatur Storage LLC
AE2-325,PJM,2019-03-30,Withdrawn,2026-01-15,2022-12-01,TC1,FINAL AGREEMENT,Valley 138 kV,AEP,31.32,Storage,MI,Van Buren,"Southwest Michigan Solar Project, LLC"
AG1-109,PJM,2020-08-31,Done,,2029-04-30,TC1,FINAL AGREEMENT,Valley 138 kV,AEP,25.00,Storage,MI,Van Buren,Decatur Storage LLC
AG2-130,PJM,2021-02-02,Withdrawn,2025-03-30,2026-12-31,TC2,APPLICATION REVIEW,Colby Tap-Valley 138 kV,AEP,37.20,Hybrid,MI,Van Buren,CP Glenwood LLC
AG2-131,PJM,2021-02-01,Withdrawn,2025-03-31,2026-12-31,TC2,APPLICATION REVIEW,Almena-Valley 69 kV,AEP,20.00,Solar,MI,Van Buren,CP South Branch LLC
AG2-132,PJM,2021-02-01,Withdrawn,2025-03-30,2026-12-31,TC2,APPLICATION REVIEW,Hartford-South Haven 69 kV,AEP,7.50,Solar,MI,Van Buren,CP McDonald Station LLC
AH1-272,PJM,2021-09-10,Active,,,TC2,PHASE 2,Argenta - Twin Branch 345 kV,AEP,123.90,Solar,MI,Van Buren,"Bankson Solar Project, LLC"
AH1-271,PJM,2021-09-09,Active,,,TC2,PHASE 2,Cashie 230 kV,Dominion,24.00,Solar,NC,Bertie,"Merry Hill PV I, LLC"
AG2-382,PJM,2021-03-29,Active,,,TC2,PHASE 2,Cashie 230 kV,Dominion,42.00,Solar,NC,Bertie,"Merry Hill PV I, LLC"
AG1-437,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,60.00,Solar,NC,Bertie,"RWE Solar Development, LLC"
AG1-438,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,60.00,Solar,NC,Bertie,"RWE Solar Development, LLC"
AG1-442,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,35.00,Storage,NC,Bertie,"RWE Solar Development, LLC"
AG1-443,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,35.00,Storage,NC,Bertie,"RWE Solar Development, LLC"
AF2-081,PJM,2020-01-31,Done,,2031-03-31,TC1,FINAL AGREEMENT,Moyock 230 kV,Dominion,56.00,Solar,NC,Currituck,"Currituck Solar, LLC"
AH1-033,PJM,2021-06-14,Active,,,TC2,PHASE 2,Sligo 34.5 kV,Dominion,13.00,Solar,NC,Currituck,"Sligo Solar, LLC"
AH1-728,PJM,,Withdrawn,2025-05-02,2027-11-29,TC2,RRI APPLICATION REVIEW,,Dominion,185.00,Storage,NC,Currituck,"Voyager BESS, LLC"
AF2-324,PJM,2020-03-30,Withdrawn,2025-01-22,2022-11-30,TC1,PHASE 2,Edgecombe 230 kV,Dominion,45.00,Solar,NC,Edgecombe,"Bridge Solar, LLC"
AG1-444,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Chinquapin 230 kV,Dominion,80.00,Storage,NC,Edgecombe,"RWE Solar Development, LLC"
AG1-439,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Chinquapin 230 kV,Dominion,150.00,Solar,NC,Edgecombe,"RWE Solar Development, LLC"
AG1-008,PJM,2020-05-01,Withdrawn,2025-11-03,2024-12-15,TC1,PHASE 3,Tunis-Mapleton 115 kV,Dominion,83.70,Solar,NC,Hertford,"Bells Solar, LLC"
AG1-082,PJM,2020-07-31,Withdrawn,2025-11-03,2021-12-31,TC1,PHASE 3,Ahoskie 34.5 kV,Dominion,12.00,Hybrid,NC,Hertford,"NC1 Ahoskie Central, LLC"
AG1-083,PJM,2020-07-31,Withdrawn,2025-01-22,2021-12-31,TC1,PHASE 2,Ahoskie 34.5 kV,Dominion,12.00,Hybrid,NC,Hertford,"NC-4 Ahoskie North, LLC"
AF2-046,PJM,2019-12-19,Withdrawn,2025-11-03,2022-06-01,TC1,PHASE 3,Tunis-Mapleton 115 kV,Dominion,83.70,Solar,NC,Hertford,"Murphy Solar, LLC"
AG2-120,PJM,2021-01-29,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Everetts 34.5 kV,Dominion,14.00,Solar,NC,Martin,"Wildcat Road Solar, LLC"
